ticket_id,opened_at,category,priority,requester_employee_id,requester_office,first_response_hours,resolution_hours,status,notes
ARC-30554,2024-11-04T12:05:00,Search,P4,VL-1134,New York,2.5,42.3,Resolved,
ARC-30546,2024-11-05T08:05:00,Outlook add-in,P3,VL-1152,Chicago,2.2,34.2,Resolved,
ARC-30561,2024-11-06T11:12:00,How-to,P2,VL-1107,Dublin,2.2,22.3,Resolved,
ARC-30551,2024-11-07T15:09:00,Filing error,P4,VL-1035,New York,1.2,53.7,Resolved,
ARC-30566,2024-11-08T08:39:00,Access / SSO,P3,VL-1050,New York,0.7,23.2,Closed - no response,
ARC-30562,2024-11-08T14:45:00,Search,P4,VL-1066,Singapore,2.4,89.8,Resolved,
ARC-30537,2024-11-08T15:30:00,Outlook add-in,P3,VL-1144,Houston,1.6,42.8,Resolved,
ARC-30564,2024-11-08T15:38:00,Access / SSO,P3,VL-1052,New York,2.8,27.0,Resolved,
ARC-30540,2024-11-08T16:43:00,Search,P4,VL-1139,New York,2.5,52.4,Resolved,
ARC-30569,2024-11-11T17:00:00,Search,P3,VL-1169,New York,1.5,15.4,Resolved,
ARC-30565,2024-11-11T18:04:00,Access / SSO,P3,VL-1108,London,1.5,27.9,Resolved,
ARC-30543,2024-11-12T13:22:00,Search,P4,VL-1039,Chicago,3.0,73.4,Resolved,
ARC-30550,2024-11-12T18:05:00,How-to,P3,VL-1076,Chicago,1.6,48.5,Resolved,
ARC-30563,2024-11-13T12:21:00,Access / SSO,P4,VL-1219,New York,1.0,67.5,Resolved,
ARC-30556,2024-11-14T11:05:00,Search,P4,VL-1019,New York,3.6,57.4,Resolved,
ARC-30560,2024-11-14T13:49:00,Search,P4,VL-1187,New York,3.0,64.5,Resolved,
ARC-30559,2024-11-15T08:15:00,Search,P4,VL-1219,New York,1.2,46.3,Resolved,
ARC-30552,2024-11-16T11:51:00,Mobile,P4,VL-1133,New York,1.8,56.9,Resolved,
ARC-30553,2024-11-16T13:36:00,Mobile,P3,VL-1193,Los Angeles,1.1,19.8,Resolved,
ARC-30567,2024-11-16T16:29:00,Performance,P2,VL-1051,San Francisco,1.4,24.9,Resolved,Repeat issue
ARC-30547,2024-11-18T17:20:00,Outlook add-in,P4,VL-1171,New York,1.9,39.3,Resolved,
ARC-30558,2024-11-20T11:46:00,How-to,P2,VL-1095,"Washington, DC",3.6,46.6,Resolved,Repeat issue
ARC-30545,2024-11-20T14:55:00,Search,P3,VL-1117,"Washington, DC",2.6,14.6,Resolved,
ARC-30541,2024-11-21T10:20:00,How-to,P2,VL-1077,"Washington, DC",1.8,23.8,Resolved,
ARC-30568,2024-11-24T09:16:00,Mobile,P3,VL-1082,New York,1.8,39.1,Resolved,
ARC-30548,2024-11-24T12:01:00,Outlook add-in,P2,VL-1072,London,0.5,8.7,Resolved,Repeat issue
ARC-30536,2024-11-25T09:25:00,Outlook add-in,P3,VL-1194,Chicago,0.2,41.7,Resolved,
ARC-30549,2024-11-25T13:27:00,How-to,P3,VL-1058,New York,2.5,51.7,Resolved,
ARC-30557,2024-11-25T14:49:00,Outlook add-in,P3,VL-1074,Chicago,3.3,46.0,Resolved,
ARC-30544,2024-11-25T18:29:00,Search,P3,VL-1009,New York,0.2,5.0,Resolved,
ARC-30542,2024-11-26T10:25:00,Outlook add-in,P3,VL-1135,New York,2.3,9.0,Resolved,
ARC-30570,2024-11-26T12:04:00,Search,P3,VL-1110,London,1.2,37.5,Resolved,
ARC-30571,2024-11-27T14:35:00,Search,P2,VL-1072,London,1.5,42.5,Resolved,
ARC-30615,2024-12-01T09:21:00,How-to,P3,VL-1132,Houston,0.5,30.3,Resolved,
ARC-30590,2024-12-02T11:08:00,Outlook add-in,P4,VL-1124,Chicago,1.7,47.4,Resolved,
ARC-30576,2024-12-03T09:30:00,How-to,P3,VL-1103,New York,2.3,18.4,Resolved,
ARC-30578,2024-12-04T14:21:00,How-to,P3,VL-1105,London,0.8,19.4,Resolved,
ARC-30593,2024-12-05T14:59:00,Access / SSO,P3,VL-1106,Dublin,2.1,48.6,Resolved,
ARC-30611,2024-12-06T15:20:00,Search,P3,VL-1072,London,2.7,25.6,Resolved,
ARC-30595,2024-12-07T14:27:00,Performance,P2,VL-1077,"Washington, DC",3.3,34.5,Resolved,
ARC-30612,2024-12-07T14:48:00,Mobile,P4,VL-1100,New York,1.9,55.3,Resolved,
ARC-30608,2024-12-07T14:56:00,Mobile,P2,VL-1102,San Francisco,1.8,14.5,Resolved,
ARC-30583,2024-12-07T15:17:00,Access / SSO,P4,VL-1172,New York,1.8,43.1,Resolved,
ARC-30603,2024-12-07T18:15:00,Search,P3,VL-1150,New York,3.7,56.0,Resolved,
ARC-30613,2024-12-08T13:17:00,Search,P3,VL-1090,New York,1.9,22.2,Resolved,
ARC-30585,2024-12-09T09:14:00,Search,P3,VL-1174,New York,3.1,31.6,Resolved,
ARC-30607,2024-12-09T11:31:00,How-to,P3,VL-1050,New York,2.6,34.1,Resolved,
ARC-30614,2024-12-09T12:53:00,Mobile,P2,VL-1086,New York,2.4,2.9,Closed - no response,Escalated to account manager
ARC-30606,2024-12-09T17:54:00,How-to,P3,VL-1092,New York,0.8,36.2,Resolved,
ARC-30579,2024-12-10T13:56:00,Integration,P4,VL-1171,New York,2.1,55.0,Resolved,
ARC-30617,2024-12-11T10:45:00,Filing error,P3,VL-1012,Singapore,1.8,11.5,Resolved,
ARC-30601,2024-12-11T17:10:00,Filing error,P3,VL-1053,New York,1.1,28.8,Resolved,
ARC-30598,2024-12-12T11:34:00,Outlook add-in,P3,VL-1010,London,1.0,1.5,Resolved,
ARC-30602,2024-12-13T09:27:00,Outlook add-in,P4,VL-1136,New York,0.2,48.5,Resolved,
ARC-30589,2024-12-14T08:22:00,Mobile,P3,VL-1217,New York,1.1,30.7,Resolved,
ARC-30582,2024-12-14T18:16:00,How-to,P3,VL-1043,New York,3.5,43.2,Resolved,
ARC-30587,2024-12-15T12:56:00,Performance,P3,VL-1228,New York,3.0,49.4,Resolved,
ARC-30591,2024-12-15T15:42:00,Search,P3,VL-1151,"Washington, DC",2.6,27.7,Resolved,
ARC-30609,2024-12-16T09:41:00,Integration,P3,VL-1106,Dublin,1.9,46.3,Resolved,
ARC-30600,2024-12-18T08:26:00,Mobile,P3,VL-1032,New York,2.3,48.7,Resolved,
ARC-30594,2024-12-18T09:45:00,Access / SSO,P3,VL-1080,Houston,0.6,40.0,Resolved,
ARC-30572,2024-12-18T11:26:00,Integration,P3,VL-1219,New York,1.5,2.0,Resolved,
ARC-30592,2024-12-20T10:57:00,Integration,P3,VL-1150,New York,2.8,16.2,Resolved,
ARC-30597,2024-12-21T14:52:00,Outlook add-in,P4,VL-1089,New York,2.5,55.9,Resolved,
ARC-30584,2024-12-21T16:32:00,Filing error,P2,VL-1069,London,1.5,17.7,Resolved,Repeat issue
ARC-30577,2024-12-21T17:37:00,Search,P3,VL-1203,New York,2.2,2.7,Resolved,
ARC-30574,2024-12-22T08:28:00,Access / SSO,P3,VL-1008,New York,2.8,30.5,Resolved,
ARC-30604,2024-12-22T10:55:00,How-to,P2,VL-1132,Houston,1.8,22.6,Resolved,
ARC-30580,2024-12-22T11:40:00,Access / SSO,P3,VL-1103,New York,1.8,39.0,Resolved,
ARC-30596,2024-12-22T12:37:00,Access / SSO,P3,VL-1072,London,1.9,21.6,Resolved,
ARC-30581,2024-12-22T14:28:00,Integration,P3,VL-1195,New York,0.5,24.9,Resolved,
ARC-30610,2024-12-24T09:09:00,Filing error,P3,VL-1102,San Francisco,2.0,36.9,Resolved,
ARC-30588,2024-12-24T10:37:00,Mobile,P3,VL-1061,New York,2.7,21.7,Resolved,
ARC-30605,2024-12-24T12:35:00,Access / SSO,P2,VL-1086,New York,1.6,34.1,Resolved,
ARC-30599,2024-12-24T17:29:00,Filing error,P4,VL-1068,Mexico City,3.0,36.0,Resolved,
ARC-30616,2024-12-25T11:30:00,Filing error,P3,VL-1127,Houston,1.2,25.6,Resolved,
ARC-30573,2024-12-27T09:36:00,Performance,P4,VL-1102,San Francisco,3.0,39.6,Resolved,
ARC-30586,2024-12-28T11:21:00,Outlook add-in,P3,VL-1204,"Washington, DC",3.3,34.9,Resolved,
ARC-30575,2024-12-28T15:51:00,Performance,P2,VL-1184,New York,1.7,26.2,Resolved,
ARC-30635,2025-01-03T09:17:00,Outlook add-in,P3,VL-1002,New York,4.1,4.6,Resolved,
ARC-30624,2025-01-03T09:55:00,Outlook add-in,P3,VL-1222,New York,1.7,8.5,Resolved,
ARC-30629,2025-01-05T08:33:00,Integration,P2,VL-1173,San Francisco,3.0,23.4,Resolved,
ARC-30636,2025-01-05T14:20:00,Filing error,P4,VL-1163,New York,2.1,55.3,Resolved,
ARC-30642,2025-01-05T14:53:00,Outlook add-in,P2,VL-1077,"Washington, DC",4.0,29.1,Closed - no response,
ARC-30634,2025-01-08T17:17:00,How-to,P3,VL-1217,New York,1.9,19.6,Resolved,
ARC-30646,2025-01-09T10:14:00,Mobile,P2,VL-1180,New York,2.1,37.7,Resolved,
ARC-30638,2025-01-09T18:55:00,Search,P3,VL-1136,New York,2.2,24.6,Resolved,
ARC-30620,2025-01-10T08:24:00,How-to,P3,VL-1015,Atlanta,2.9,46.9,Resolved,
ARC-30652,2025-01-10T08:34:00,How-to,P4,VL-1058,New York,1.9,52.6,Resolved,
ARC-30639,2025-01-10T14:43:00,Filing error,P3,VL-1111,Dublin,3.1,51.3,Resolved,
ARC-30647,2025-01-12T11:44:00,Mobile,P3,VL-1069,London,2.3,42.8,Resolved,
ARC-30622,2025-01-12T18:16:00,How-to,P4,VL-1014,Singapore,2.3,51.5,Resolved,
ARC-30631,2025-01-16T10:58:00,How-to,P4,VL-1171,New York,2.4,52.4,Resolved,
ARC-30632,2025-01-16T11:06:00,How-to,P3,VL-1217,New York,2.8,43.8,Resolved,
ARC-30637,2025-01-17T09:20:00,Mobile,P3,VL-1004,"Washington, DC",2.1,18.4,Resolved,
ARC-30619,2025-01-17T18:33:00,Search,P3,VL-1203,New York,3.2,8.5,Resolved,
ARC-30643,2025-01-18T10:57:00,Filing error,P3,VL-1198,New York,2.8,37.6,Resolved,
ARC-30644,2025-01-21T13:29:00,Access / SSO,P2,VL-1046,Chicago,1.9,35.9,Resolved,Repeat issue
ARC-30625,2025-01-21T15:52:00,Access / SSO,P4,VL-1224,New York,2.7,47.0,Resolved,
ARC-30627,2025-01-21T16:03:00,How-to,P2,VL-1167,Chicago,2.2,20.4,Resolved,Escalated to account manager
ARC-30640,2025-01-21T18:35:00,Performance,P2,VL-1111,Dublin,1.4,27.1,Resolved,
ARC-30650,2025-01-22T08:29:00,Search,P4,VL-1082,New York,1.7,62.2,Resolved,
ARC-30630,2025-01-22T11:37:00,Performance,P3,VL-1004,"Washington, DC",3.3,22.4,Resolved,
ARC-30633,2025-01-22T14:43:00,Access / SSO,P3,VL-1177,New York,3.8,24.8,Resolved,
ARC-30621,2025-01-22T18:01:00,Outlook add-in,P4,VL-1025,Los Angeles,2.7,51.9,Resolved,
ARC-30628,2025-01-23T08:11:00,How-to,P3,VL-1066,Singapore,2.5,21.4,Resolved,
ARC-30618,2025-01-25T15:56:00,How-to,P3,VL-1186,New York,2.9,3.4,Resolved,
ARC-30651,2025-01-26T13:29:00,Performance,P3,VL-1189,Mexico City,4.5,33.5,Resolved,
ARC-30648,2025-01-26T15:07:00,Mobile,P3,VL-1012,Singapore,3.3,37.3,Resolved,
ARC-30623,2025-01-26T15:17:00,How-to,P2,VL-1146,New York,4.2,28.5,Resolved,Escalated to account manager
ARC-30626,2025-01-27T18:00:00,Search,P4,VL-1051,San Francisco,1.0,56.3,Resolved,
ARC-30641,2025-01-28T13:18:00,Outlook add-in,P3,VL-1069,London,2.1,26.1,Resolved,
ARC-30649,2025-01-28T13:36:00,Outlook add-in,P4,VL-1096,New York,1.3,47.8,Resolved,
ARC-30645,2025-01-28T16:23:00,Search,P4,VL-1162,Chicago,1.9,52.8,Resolved,
ARC-30685,2025-02-01T11:11:00,Performance,P3,VL-1154,London,0.9,7.1,Resolved,
ARC-30668,2025-02-01T14:21:00,How-to,P3,VL-1195,New York,1.8,56.1,Resolved,
ARC-30659,2025-02-01T17:34:00,How-to,P4,VL-1132,Houston,2.9,43.4,Resolved,
ARC-30674,2025-02-02T10:34:00,Mobile,P3,VL-1051,San Francisco,2.8,46.2,Resolved,
ARC-30673,2025-02-03T13:17:00,How-to,P3,VL-1195,New York,3.0,23.1,Resolved,
ARC-30656,2025-02-03T18:57:00,Integration,P4,VL-1156,New York,2.8,36.5,Resolved,
ARC-30681,2025-02-04T17:21:00,Outlook add-in,P4,VL-1156,New York,2.1,48.2,Resolved,
ARC-30678,2025-02-05T08:06:00,Outlook add-in,P3,VL-1055,San Francisco,4.0,46.1,Resolved,
ARC-30654,2025-02-05T16:10:00,Access / SSO,P4,VL-1173,San Francisco,0.9,58.7,Resolved,
ARC-30684,2025-02-06T12:06:00,Search,P2,VL-1089,New York,3.3,20.2,Resolved,
ARC-30683,2025-02-06T14:27:00,Search,P4,VL-1069,London,2.3,66.2,Resolved,
ARC-30667,2025-02-06T17:12:00,Search,P3,VL-1171,New York,2.3,38.3,Resolved,
ARC-30665,2025-02-07T17:17:00,How-to,P4,VL-1158,San Francisco,2.1,60.4,Resolved,
ARC-30675,2025-02-08T08:58:00,How-to,P3,VL-1150,New York,3.7,53.1,Resolved,
ARC-30677,2025-02-08T11:40:00,Filing error,P2,VL-1135,New York,3.5,37.5,Resolved,Repeat issue
ARC-30660,2025-02-09T13:07:00,Search,P3,VL-1033,New York,2.7,36.3,Resolved,
ARC-30657,2025-02-11T08:39:00,Performance,P3,VL-1040,New York,3.7,33.2,Resolved,
ARC-30682,2025-02-11T18:57:00,Search,P4,VL-1060,Houston,1.2,51.0,Resolved,
ARC-30658,2025-02-13T12:18:00,How-to,P3,VL-1058,New York,4.3,37.3,Resolved,
ARC-30679,2025-02-14T09:32:00,Access / SSO,P2,VL-1082,New York,4.4,25.7,Resolved,
ARC-30653,2025-02-15T13:56:00,Access / SSO,P4,VL-1170,New York,1.6,43.1,Resolved,
ARC-30661,2025-02-16T14:03:00,How-to,P2,VL-1139,New York,2.7,29.6,Resolved,
ARC-30666,2025-02-16T18:27:00,Search,P3,VL-1015,Atlanta,2.5,32.5,Resolved,
ARC-30669,2025-02-17T11:28:00,Access / SSO,P3,VL-1165,New York,3.9,4.4,Resolved,
ARC-30680,2025-02-19T12:16:00,Search,P3,VL-1147,New York,5.4,29.9,Resolved,
ARC-30671,2025-02-20T08:02:00,Search,P4,VL-1032,New York,2.4,58.9,Resolved,
ARC-30672,2025-02-21T13:29:00,Performance,P4,VL-1042,New York,1.9,62.6,Resolved,
ARC-30664,2025-02-22T08:07:00,Search,P3,VL-1109,Dublin,2.3,2.8,Resolved,
ARC-30663,2025-02-22T10:55:00,How-to,P3,VL-1162,Chicago,2.5,23.8,Resolved,
ARC-30686,2025-02-24T09:07:00,Performance,P4,VL-1006,New York,4.0,33.0,Resolved,
ARC-30655,2025-02-24T18:59:00,Filing error,P2,VL-1038,New York,2.8,12.3,Resolved,
ARC-30676,2025-02-26T16:52:00,Search,P3,VL-1072,London,2.6,37.9,Resolved,
ARC-30670,2025-02-27T12:49:00,Outlook add-in,P4,VL-1168,New York,1.5,55.9,Resolved,
ARC-30662,2025-02-28T13:27:00,Mobile,P3,VL-1106,Dublin,3.5,27.6,Resolved,
ARC-30716,2025-03-01T09:08:00,Integration,P3,VL-1036,Houston,2.9,38.2,Resolved,
ARC-30723,2025-03-01T13:59:00,Performance,P3,VL-1228,New York,1.5,42.5,Resolved,
ARC-30728,2025-03-01T14:47:00,Mobile,P3,VL-1032,New York,1.4,38.3,Resolved,
ARC-30726,2025-03-01T16:41:00,Performance,P4,VL-1114,New York,4.0,69.7,Resolved,
ARC-30697,2025-03-02T13:46:00,How-to,P4,VL-1123,Chicago,2.0,49.5,Resolved,
ARC-30701,2025-03-04T11:37:00,Access / SSO,P4,VL-1186,New York,3.2,42.1,Resolved,
ARC-30703,2025-03-04T16:14:00,Filing error,P2,VL-1210,New York,3.1,16.5,Resolved,
ARC-30724,2025-03-05T16:11:00,Outlook add-in,P4,VL-1079,New York,3.1,27.2,Resolved,
ARC-30713,2025-03-06T08:04:00,How-to,P4,VL-1046,Chicago,1.9,34.4,Resolved,
ARC-30692,2025-03-06T09:49:00,How-to,P3,VL-1184,New York,2.2,26.7,Resolved,
ARC-30714,2025-03-07T10:44:00,Filing error,P4,VL-1184,New York,3.7,81.1,Resolved,
ARC-30718,2025-03-07T17:50:00,Integration,P2,VL-1088,"Washington, DC",1.2,27.8,Resolved,
ARC-30732,2025-03-08T15:57:00,Performance,P2,VL-1144,Houston,2.1,11.7,Resolved,
ARC-30711,2025-03-09T15:07:00,Integration,P3,VL-1009,New York,1.6,19.5,Resolved,
ARC-30706,2025-03-09T17:41:00,Search,P3,VL-1211,Houston,2.8,38.0,Resolved,
ARC-30707,2025-03-10T18:14:00,Search,P3,VL-1073,Houston,3.0,62.3,Resolved,
ARC-30717,2025-03-11T17:40:00,Search,P3,VL-1046,Chicago,0.8,28.0,Resolved,
ARC-30721,2025-03-12T09:14:00,Mobile,P2,VL-1089,New York,1.5,35.1,Resolved,Escalated to account manager
ARC-30725,2025-03-13T08:05:00,Filing error,P3,VL-1035,New York,1.8,33.5,Resolved,
ARC-30720,2025-03-13T16:44:00,Search,P3,VL-1210,New York,2.1,28.4,Resolved,
ARC-30689,2025-03-13T17:27:00,How-to,P3,VL-1124,Chicago,2.5,30.7,Resolved,
ARC-30687,2025-03-14T10:13:00,Access / SSO,P4,VL-1068,Mexico City,2.7,69.4,Resolved,
ARC-30688,2025-03-14T15:54:00,Search,P3,VL-1013,London,1.8,27.7,Resolved,
ARC-30699,2025-03-15T08:12:00,Performance,P3,VL-1056,San Francisco,1.4,17.2,Resolved,
ARC-30698,2025-03-18T16:36:00,How-to,P4,VL-1009,New York,0.6,56.7,Resolved,
ARC-30712,2025-03-19T13:38:00,Search,P2,VL-1042,New York,3.0,14.9,Resolved,Workaround provided
ARC-30727,2025-03-20T12:42:00,Search,P3,VL-1219,New York,2.7,21.1,Resolved,
ARC-30694,2025-03-20T13:54:00,How-to,P3,VL-1167,Chicago,1.3,25.1,Resolved,
ARC-30729,2025-03-21T10:21:00,How-to,P3,VL-1196,Chicago,3.1,11.3,Resolved,
ARC-30693,2025-03-21T17:07:00,How-to,P3,VL-1043,New York,1.6,26.0,Resolved,
ARC-30702,2025-03-22T09:41:00,Mobile,P3,VL-1086,New York,1.2,48.2,Resolved,
ARC-30730,2025-03-22T13:18:00,Search,P4,VL-1001,New York,0.6,31.1,Resolved,
ARC-30705,2025-03-23T10:31:00,Performance,P3,VL-1076,Chicago,2.0,22.2,Resolved,
ARC-30722,2025-03-24T11:06:00,How-to,P3,VL-1090,New York,2.9,26.9,Resolved,
ARC-30708,2025-03-24T11:23:00,Search,P3,VL-1160,Atlanta,4.9,15.8,Resolved,
ARC-30715,2025-03-24T13:00:00,Search,P3,VL-1096,New York,4.3,17.8,Resolved,
ARC-30719,2025-03-24T18:42:00,How-to,P4,VL-1180,New York,1.0,61.4,Resolved,
ARC-30734,2025-03-25T10:08:00,How-to,P3,VL-1004,"Washington, DC",4.1,24.3,Resolved,
ARC-30731,2025-03-26T08:33:00,Filing error,P2,VL-1049,New York,4.7,27.4,Resolved,Escalated to account manager
ARC-30695,2025-03-26T09:43:00,How-to,P3,VL-1070,Singapore,2.8,44.7,Resolved,
ARC-30710,2025-03-26T13:45:00,Outlook add-in,P3,VL-1013,London,2.7,44.6,Resolved,
ARC-30704,2025-03-26T16:09:00,Access / SSO,P2,VL-1106,Dublin,1.8,14.6,Resolved,
ARC-30690,2025-03-26T17:56:00,How-to,P3,VL-1104,Houston,1.3,36.5,Resolved,
ARC-30733,2025-03-27T08:07:00,Performance,P3,VL-1079,New York,3.8,16.4,Resolved,
ARC-30691,2025-03-27T10:23:00,How-to,P3,VL-1127,Houston,2.5,21.6,Resolved,
ARC-30700,2025-03-27T14:17:00,Filing error,P3,VL-1030,New York,1.8,30.3,Closed - no response,
ARC-30696,2025-03-27T17:54:00,Performance,P4,VL-1209,Los Angeles,3.9,81.6,Resolved,
ARC-30709,2025-03-28T18:06:00,Outlook add-in,P2,VL-1210,New York,2.9,25.3,Resolved,
ARC-30757,2025-04-01T15:37:00,Access / SSO,P4,VL-1089,New York,3.7,60.3,Resolved,
ARC-30753,2025-04-03T10:54:00,Access / SSO,P4,VL-1160,Atlanta,3.0,50.4,Resolved,
ARC-30745,2025-04-04T18:13:00,Search,P3,VL-1117,"Washington, DC",2.7,59.2,Resolved,
ARC-30754,2025-04-04T18:41:00,Outlook add-in,P3,VL-1095,"Washington, DC",0.7,26.2,Resolved,
ARC-30742,2025-04-05T11:37:00,Performance,P4,VL-1080,Houston,1.2,56.8,Resolved,
ARC-30739,2025-04-05T18:58:00,Integration,P3,VL-1087,New York,3.0,48.9,Resolved,
ARC-30736,2025-04-06T09:55:00,Integration,P4,VL-1004,"Washington, DC",3.5,75.5,Resolved,
ARC-30737,2025-04-06T11:33:00,Integration,P3,VL-1210,New York,2.0,25.6,Resolved,
ARC-30748,2025-04-06T12:00:00,Mobile,P3,VL-1003,New York,4.4,13.7,Resolved,
ARC-30762,2025-04-06T17:46:00,Performance,P3,VL-1124,Chicago,1.4,19.2,Resolved,
ARC-30747,2025-04-08T09:11:00,Search,P3,VL-1001,New York,2.5,37.5,Resolved,
ARC-30759,2025-04-08T15:17:00,Outlook add-in,P4,VL-1172,New York,2.3,50.9,Resolved,
ARC-30750,2025-04-08T16:36:00,Filing error,P2,VL-1031,New York,2.2,22.9,Resolved,Escalated to account manager
ARC-30763,2025-04-09T08:03:00,Access / SSO,P3,VL-1062,"Washington, DC",2.0,45.8,Resolved,
ARC-30751,2025-04-09T11:32:00,How-to,P3,VL-1159,New York,0.8,3.8,Resolved,
ARC-30764,2025-04-12T14:04:00,Search,P3,VL-1026,New York,2.1,47.8,Resolved,
ARC-30740,2025-04-13T15:01:00,Performance,P3,VL-1134,New York,2.8,25.6,Resolved,
ARC-30744,2025-04-13T17:32:00,Outlook add-in,P2,VL-1101,New York,2.1,26.4,Resolved,Workaround provided
ARC-30746,2025-04-14T18:05:00,How-to,P2,VL-1195,New York,1.8,15.2,Resolved,Workaround provided
ARC-30760,2025-04-16T11:56:00,Search,P2,VL-1013,London,2.1,12.3,Resolved,
ARC-30752,2025-04-18T13:31:00,How-to,P3,VL-1228,New York,3.5,47.1,Resolved,
ARC-30743,2025-04-18T14:34:00,How-to,P3,VL-1178,Atlanta,2.8,36.2,Resolved,
ARC-30761,2025-04-18T18:42:00,How-to,P4,VL-1046,Chicago,0.2,35.3,Resolved,
ARC-30749,2025-04-21T09:29:00,Mobile,P3,VL-1009,New York,1.1,41.0,Resolved,
ARC-30765,2025-04-21T17:53:00,How-to,P4,VL-1088,"Washington, DC",2.2,42.8,Resolved,
ARC-30766,2025-04-25T12:43:00,How-to,P3,VL-1095,"Washington, DC",2.3,23.6,Resolved,
ARC-30758,2025-04-25T14:40:00,Search,P2,VL-1061,New York,4.0,11.9,Resolved,Workaround provided
ARC-30755,2025-04-25T17:44:00,Search,P4,VL-1180,New York,4.0,76.6,Resolved,
ARC-30735,2025-04-26T14:18:00,Search,P3,VL-1142,New York,2.9,46.6,Resolved,
ARC-30741,2025-04-28T08:55:00,Search,P2,VL-1132,Houston,2.1,31.9,Resolved,Workaround provided
ARC-30738,2025-04-28T15:09:00,Filing error,P4,VL-1074,Chicago,4.7,59.8,Closed - no response,
ARC-30756,2025-04-28T17:46:00,Integration,P3,VL-1136,New York,3.6,43.4,Resolved,
ARC-30768,2025-05-02T10:28:00,Mobile,P4,VL-1175,New York,2.3,66.3,Resolved,
ARC-30773,2025-05-02T13:36:00,How-to,P4,VL-1033,New York,1.0,44.5,Resolved,
ARC-30769,2025-05-02T14:08:00,How-to,P2,VL-1156,New York,1.2,30.3,Resolved,Repeat issue
ARC-30785,2025-05-03T13:41:00,Access / SSO,P4,VL-1018,New York,4.0,62.7,Resolved,
ARC-30776,2025-05-04T10:40:00,How-to,P3,VL-1202,New York,2.5,23.8,Resolved,
ARC-30796,2025-05-04T13:28:00,How-to,P3,VL-1225,New York,1.5,33.7,Resolved,
ARC-30781,2025-05-04T18:43:00,Mobile,P3,VL-1200,New York,2.1,6.3,Closed - no response,
ARC-30791,2025-05-05T15:14:00,Performance,P3,VL-1095,"Washington, DC",3.0,20.8,Resolved,
ARC-30790,2025-05-06T16:12:00,Outlook add-in,P2,VL-1151,"Washington, DC",4.2,4.7,Resolved,Repeat issue
ARC-30795,2025-05-07T10:45:00,Outlook add-in,P4,VL-1010,London,2.7,68.0,Resolved,
ARC-30767,2025-05-08T10:19:00,Filing error,P3,VL-1172,New York,2.2,50.4,Resolved,
ARC-30782,2025-05-10T13:01:00,Search,P3,VL-1229,New York,0.6,10.7,Resolved,
ARC-30784,2025-05-11T18:50:00,Performance,P3,VL-1070,Singapore,0.9,44.8,Resolved,
ARC-30798,2025-05-12T08:35:00,Filing error,P2,VL-1060,Houston,0.6,36.9,Resolved,
ARC-30792,2025-05-15T10:03:00,Filing error,P2,VL-1164,New York,1.0,11.4,Resolved,Escalated to account manager
ARC-30777,2025-05-15T16:52:00,Outlook add-in,P3,VL-1126,San Francisco,3.0,22.9,Resolved,
ARC-30801,2025-05-16T09:28:00,Filing error,P3,VL-1025,Los Angeles,3.4,47.2,Resolved,
ARC-30774,2025-05-19T13:52:00,Outlook add-in,P3,VL-1150,New York,1.1,45.1,Closed - no response,
ARC-30783,2025-05-20T11:18:00,Search,P2,VL-1117,"Washington, DC",0.2,38.8,Resolved,
ARC-30771,2025-05-20T12:09:00,Filing error,P2,VL-1035,New York,0.9,38.5,Resolved,Repeat issue
ARC-30799,2025-05-20T13:33:00,Filing error,P4,VL-1004,"Washington, DC",1.7,63.3,Resolved,
ARC-30800,2025-05-20T15:47:00,How-to,P3,VL-1096,New York,2.6,37.7,Resolved,
ARC-30772,2025-05-21T08:49:00,Search,P4,VL-1105,London,1.5,52.6,Resolved,
ARC-30788,2025-05-22T11:59:00,How-to,P3,VL-1027,San Francisco,3.2,16.6,Resolved,
ARC-30775,2025-05-22T15:33:00,Search,P3,VL-1207,New York,1.7,41.4,Resolved,
ARC-30786,2025-05-23T10:57:00,Performance,P3,VL-1105,London,1.9,25.8,Resolved,
ARC-30794,2025-05-23T16:20:00,Outlook add-in,P4,VL-1100,New York,4.0,82.7,Resolved,
ARC-30780,2025-05-24T10:10:00,Performance,P3,VL-1013,London,2.3,45.1,Resolved,
ARC-30787,2025-05-25T08:41:00,Outlook add-in,P3,VL-1115,Chicago,4.1,39.7,Resolved,
ARC-30797,2025-05-25T12:29:00,Search,P3,VL-1080,Houston,1.6,44.2,Resolved,
ARC-30778,2025-05-26T09:58:00,Search,P4,VL-1019,New York,3.1,46.6,Resolved,
ARC-30793,2025-05-26T11:15:00,Search,P4,VL-1051,San Francisco,3.4,51.1,Resolved,
ARC-30770,2025-05-26T15:00:00,Filing error,P3,VL-1046,Chicago,1.8,29.4,Resolved,
ARC-30779,2025-05-28T13:32:00,Filing error,P4,VL-1102,San Francisco,2.6,69.2,Resolved,
ARC-30789,2025-05-28T15:34:00,Mobile,P3,VL-1150,New York,3.1,53.3,Resolved,
ARC-30832,2025-06-01T16:34:00,Performance,P4,VL-1019,New York,0.8,48.1,Resolved,
ARC-30839,2025-06-02T09:21:00,Access / SSO,P3,VL-1109,Dublin,3.3,49.2,Closed - no response,
ARC-30815,2025-06-03T17:36:00,Mobile,P2,VL-1134,New York,3.3,14.7,Resolved,
